,team_1,team_2,team_1_rating,team_2_rating,capacity,month,derby,year,city,attendance,occuper
2487,22,10,19,15,22000,12,False,2001,6,20131,91
2488,12,9,5,17,75643,12,False,2001,26,67638,89
2489,23,4,11,9,48707,12,False,2001,14,48013,98
2490,19,29,7,20,36284,12,False,2001,16,36040,99
2491,11,4,3,9,37792,12,False,2001,22,40201,106
2492,1,7,4,1,38419,12,False,2001,16,38012,98
2493,13,29,8,20,42749,12,False,2001,13,29320,68
2494,11,22,3,18,37792,12,False,2001,22,38337,101
2495,2,16,5,2,40834,12,False,2001,16,41174,100
2496,15,26,12,11,28723,12,False,2001,25,20834,72
2497,4,21,9,19,39414,12,False,2001,31,30615,77
2498,6,12,16,6,33746,12,False,2001,21,34358,101
2499,7,14,1,15,52305,12,False,2001,18,50064,95
2500,9,23,17,13,32384,12,False,2001,4,29459,90
2501,19,30,7,10,36284,12,True,2001,16,36054,99
2502,10,1,14,4,35345,12,True,2001,16,34523,97
2503,16,30,1,9,54074,12,False,2001,31,37163,68
2504,12,21,5,18,75643,12,False,2001,26,67577,89
2505,14,11,14,3,31367,12,False,2001,12,28309,90
2506,23,2,13,6,48707,12,False,2001,14,48017,98
2507,29,7,20,4,30311,12,False,2001,2,24748,81
2508,1,13,2,7,38419,12,False,2001,16,38074,99
2509,26,19,10,8,27111,12,True,2001,16,25125,92
2510,21,15,18,12,33597,12,False,2001,9,25712,76
2511,30,4,9,11,25700,12,False,2001,16,19338,75
2512,22,9,19,17,22000,12,False,2001,6,20321,92
2513,16,6,1,15,54074,12,False,2001,31,43674,80
2514,12,10,5,16,75643,12,False,2001,26,67582,89
2515,2,26,7,15,40834,12,True,2001,16,33504,82
2516,10,13,16,6,35345,12,False,2001,16,28377,80
2517,19,15,5,10,36284,12,False,2001,16,32971,90
2518,30,11,12,3,25700,12,False,2001,16,20918,81
2519,4,9,9,18,39414,12,False,2001,31,28138,71
2520,12,2,8,7,75643,12,False,2001,26,67544,89
2521,13,22,6,17,42749,12,False,2001,13,30711,71
2522,14,6,11,14,31367,12,False,2001,12,23849,76
2523,26,7,15,4,27111,12,False,2001,16,24151,89
2524,21,16,19,1,33597,12,False,2001,9,33289,99
2525,29,1,20,2,30311,12,False,2001,2,24666,81
2526,23,10,13,16,48707,12,False,2001,14,47437,97
2527,16,23,1,13,54074,11,False,2001,31,43537,80
2528,11,13,2,5,37792,11,False,2001,22,40159,106
2529,6,29,14,20,33746,11,False,2001,21,32586,96
2530,1,12,3,6,38419,11,False,2001,16,38174,99
2531,15,30,9,11,28723,11,False,2001,25,23848,83
2532,2,14,8,10,40834,11,False,2001,16,37976,93
2533,22,4,19,12,22000,11,False,2001,6,21539,97
2534,7,21,4,18,52305,11,False,2001,18,50070,95
2535,9,26,17,16,32384,11,False,2001,4,31198,96
2536,10,19,15,7,35345,11,True,2001,16,32780,92
2537,26,10,16,15,27111,11,True,2001,16,23198,85
2538,4,2,12,7,39414,11,False,2001,31,30555,77
2539,23,11,13,2,48707,11,False,2001,14,48005,98
2540,29,15,19,8,30311,11,False,2001,2,22335,73
2541,14,16,9,1,31367,11,False,2001,12,28859,92
2542,13,6,3,14,42749,11,False,2001,13,35424,82
2543,21,9,17,20,33597,11,False,2001,9,32063,95
2544,30,7,11,6,25700,11,False,2001,16,21159,82
2545,12,22,4,18,75643,11,False,2001,26,67651,89
2546,19,1,10,5,36284,11,True,2001,16,36049,99
2547,16,12,2,6,54074,11,False,2001,31,44361,82
2548,11,19,1,9,37792,11,False,2001,22,40203,106
2549,1,26,5,15,38419,11,True,2001,16,38010,98
2550,2,29,7,18,40834,11,False,2001,16,40497,99
2551,22,23,17,16,22000,11,False,2001,6,20573,93
2552,15,4,10,11,28723,11,False,2001,25,27343,95
2553,6,21,13,20,33746,11,False,2001,21,28117,83
2554,7,13,4,3,52305,11,False,2001,18,51057,97
2555,9,14,19,8,32384,11,False,2001,4,30523,94
2556,10,30,14,12,35345,11,True,2001,16,26217,74
2557,14,22,10,20,31367,10,False,2001,12,21873,69
2558,29,10,17,12,30311,10,False,2001,2,22834,75
2559,21,2,18,8,33597,10,False,2001,9,28910,86
2560,12,11,5,2,75643,10,False,2001,26,67555,89
2561,13,15,1,9,42749,10,False,2001,13,33599,78
2562,26,16,16,4,27111,10,False,2001,16,22887,84
2563,4,7,11,6,39414,10,False,2001,31,37524,95
2564,30,9,14,19,25700,10,False,2001,16,18771,73
2565,23,1,13,3,48707,10,False,2001,14,48029,98
2566,19,6,7,15,36284,10,False,2001,16,36062,99
2567,13,26,3,15,42749,10,False,2001,13,27701,64
2568,9,29,18,17,32384,10,False,2001,4,29614,91
2569,10,2,14,7,35345,10,True,2001,16,26520,75
2570,6,23,13,12,33746,10,False,2001,21,28432,84
2571,30,29,15,17,25700,10,False,2001,16,17221,67
2572,7,19,10,9,52305,10,False,2001,18,50593,96
2573,11,2,1,7,37792,10,False,2001,22,40171,106
2574,1,14,2,11,38419,10,False,2001,16,38108,99
2575,21,26,18,14,33597,10,False,2001,9,30221,89
2576,4,13,8,5,39414,10,False,2001,31,33352,84
2577,22,16,20,4,22000,10,False,2001,6,21886,99
2578,12,15,3,6,75643,10,False,2001,26,67559,89
2579,10,9,16,19,35345,10,False,2001,16,25842,73
2580,19,21,12,18,36284,10,False,2001,16,30148,83
2581,14,10,8,19,31367,10,False,2001,12,22712,72
2582,13,30,4,15,42749,10,False,2001,13,28579,66
2583,16,11,7,1,54074,10,False,2001,31,44352,82
2584,15,7,9,5,28723,10,False,2001,25,25631,89
2585,26,6,13,14,27111,10,False,2001,16,20451,75
2586,2,22,6,20,40834,10,False,2001,16,40370,98
2587,29,4,16,11,30311,10,False,2001,2,22820,75
2588,9,1,17,2,32384,10,False,2001,4,29759,91
2589,23,12,10,3,48707,10,False,2001,14,48305,99
2590,30,2,14,9,25700,9,True,2001,16,20197,78
2591,7,16,8,6,52305,9,False,2001,18,52095,99
2592,13,14,4,11,42749,9,False,2001,13,28623,66
2593,29,11,17,1,30311,9,False,2001,2,22643,74
2594,15,23,5,7,28723,9,False,2001,25,24520,85
2595,26,22,12,20,27111,9,False,2001,16,20451,75
2596,21,1,19,2,33597,9,False,2001,9,29200,86
2597,4,10,10,18,39414,9,False,2001,31,32049,81
2598,6,9,15,16,33746,9,False,2001,21,26142,77
2599,19,12,13,3,36284,9,False,2001,16,36038,99
2600,7,22,5,19,52305,9,False,2001,18,49185,94
2601,9,13,20,6,32384,9,False,2001,4,26794,82
2602,2,6,7,13,40834,9,False,2001,16,36767,90
2603,11,21,1,18,37792,9,False,2001,22,39155,103
2604,10,7,15,5,35345,9,False,2001,16,28840,81
2605,1,15,3,2,38419,9,False,2001,16,38014,98
2606,14,4,9,12,31367,9,False,2001,12,27732,88
2607,22,30,19,14,22000,9,False,2001,6,18918,85
2608,16,19,8,11,54074,9,False,2001,31,44116,81
2609,12,29,4,17,75643,9,False,2001,26,67551,89
2610,23,26,10,16,48707,9,False,2001,14,46825,96
2611,14,15,12,1,31367,9,False,2001,12,25949,82
2612,23,19,8,7,48707,9,False,2001,14,47310,97
2613,22,6,18,13,22000,9,False,2001,6,15415,70
2614,26,11,17,2,27111,9,False,2001,16,20451,75
2615,19,2,7,6,36284,9,True,2001,16,36037,99
2616,13,23,10,8,42749,9,False,2001,13,31668,74
2617,29,14,14,12,30311,9,False,2001,2,22126,72
2618,4,16,9,11,39414,9,True,2001,31,39554,100
2619,15,9,1,19,28723,9,False,2001,25,24378,84
2620,21,22,16,18,33597,9,False,2001,9,26863,79
2621,30,1,15,3,25700,9,True,2001,16,20805,80
2622,6,10,13,20,33746,9,False,2001,21,25445,75
2623,7,12,4,5,52305,9,False,2001,18,52056,99
2624,19,9,11,19,36284,9,False,2001,16,33668,92
2625,26,30,14,10,27111,9,True,2001,16,20451,75
2626,2,1,9,4,40834,9,True,2001,16,40855,100
2627,21,10,12,17,33597,9,False,2001,9,27802,82
2628,11,15,3,1,37792,9,False,2001,22,40153,106
2629,22,29,18,13,22000,9,False,2001,6,18774,85
2630,16,13,16,8,54074,9,False,2001,31,44102,81
2631,12,4,2,5,75643,9,False,2001,26,67534,89
2632,6,7,20,7,33746,9,False,2001,21,30044,89
2633,23,14,6,15,48707,9,False,2001,14,45103,92
2634,15,16,1,12,28723,8,False,2001,25,27205,94
2635,13,12,15,5,42749,8,False,2001,13,42632,99
2636,7,23,14,10,52305,8,False,2001,18,52021,99
2637,1,22,4,20,38419,8,False,2001,16,37909,98
2638,14,19,8,16,31367,8,False,2001,12,24992,79
2639,4,6,2,19,39414,8,False,2001,31,32829,83
2640,30,21,7,9,25700,8,False,2001,16,15641,60
2641,29,26,11,13,30311,8,False,2001,2,22804,75
2642,9,2,18,6,32384,8,False,2001,4,31107,96
2643,10,11,17,3,35345,8,False,2001,16,24517,69
2644,30,23,6,10,25700,8,False,2001,16,20197,78
2645,14,12,15,3,31367,8,False,2001,12,29836,95
2646,29,21,7,9,30311,8,False,2001,2,21097,69
2647,1,11,5,2,38419,8,False,2001,16,38062,99
2648,15,6,1,20,28723,8,False,2001,25,20747,72
2649,4,19,4,11,39414,8,False,2001,31,29503,74
2650,2,7,12,13,40834,8,False,2001,16,40124,98
2651,12,30,3,6,75643,8,False,2001,26,67534,89
2652,26,4,16,4,27111,8,False,2001,16,20451,75
2653,21,14,9,15,33597,8,False,2001,9,28236,84
2654,11,9,2,18,37792,8,False,2001,22,39715,105
2655,22,15,19,1,22000,8,False,2001,6,21455,97
2656,16,10,8,17,54074,8,False,2001,31,43935,81
2657,6,1,20,5,33746,8,False,2001,21,31557,93
2658,23,29,10,7,48707,8,False,2001,14,47370,97
2659,19,13,11,14,36284,8,False,2001,16,36059,99
2660,31,10,13,18,30079,5,False,2002,13,29505,98
2661,15,6,17,11,28723,5,False,2002,25,27241,94
2662,26,30,12,14,27111,5,True,2002,16,26108,96
2663,2,16,4,5,40834,5,False,2002,16,41911,102
2664,4,12,7,1,39414,5,False,2002,31,40618,103
2665,11,13,15,16,37792,5,False,2002,22,40205,106
2666,5,9,9,8,35150,5,False,2002,26,34957,99
2667,23,1,20,2,48707,5,False,2002,14,40188,82
2668,19,14,10,6,36284,5,False,2002,16,36036,99
2669,32,7,19,3,26445,5,False,2002,3,27036,102
2670,1,9,2,11,38419,5,False,2002,16,38052,99
2671,1,11,2,16,38419,5,False,2002,16,38127,99
2672,12,26,1,12,75643,5,False,2002,26,67721,89
2673,13,23,14,20,42749,5,False,2002,13,36963,86
2674,14,32,7,19,31367,5,False,2002,12,27470,87
2675,30,4,15,6,18439,5,False,2002,16,18385,99
2676,16,5,5,8,54074,5,False,2002,31,44220,81
2677,6,19,10,9,33746,5,False,2002,21,30230,89
2678,7,31,3,13,52305,5,False,2002,18,52146,99
2679,10,2,18,4,35345,5,True,2002,16,35042,99
2680,9,15,11,17,32384,5,False,2002,4,30951,95
2681,5,10,11,18,35150,4,False,2002,26,34815,99
2682,19,12,8,1,36284,4,False,2002,16,36073,99
2683,15,1,17,2,28723,4,False,2002,25,27253,94
2684,31,6,12,13,30079,4,False,2002,13,28821,95
2685,26,9,9,10,27111,4,False,2002,16,25894,95
2686,2,30,4,15,40834,4,True,2002,16,40792,99
2687,4,13,6,14,39414,4,False,2002,31,40167,101
2688,11,14,16,7,37792,4,False,2002,22,38062,100
2689,23,7,20,3,48707,4,False,2002,14,45067,92
2690,32,16,19,5,26445,4,False,2002,3,27128,102
2691,11,30,15,16,37792,4,False,2002,22,37220,98
2692,31,9,13,9,30079,4,False,2002,13,29115,96
2693,14,15,7,17,31367,4,False,2002,12,28862,92
2694,2,4,3,6,40834,4,False,2002,16,40875,100
2695,16,26,5,12,54074,4,False,2002,31,42010,77
2696,5,23,10,20,35150,4,False,2002,26,34357,97
2697,7,13,4,14,52305,4,False,2002,18,52015,99
2698,32,19,19,8,26445,4,False,2002,3,26899,101
2699,10,6,18,11,35345,4,False,2002,16,35019,99
2700,13,2,13,4,42749,4,False,2002,13,39358,92
2701,15,10,17,18,28723,4,False,2002,25,27160,94
2702,26,31,11,15,27111,4,False,2002,16,25732,94
2703,4,16,6,5,39414,4,True,2002,31,40162,101
2704,30,7,14,3,18439,4,False,2002,16,17900,97
2705,12,14,1,7,75643,4,False,2002,26,67626,89
2706,6,1,10,2,33746,4,False,2002,21,34724,102
2707,9,11,8,16,32384,4,False,2002,4,32032,98
2708,23,32,20,19,48707,4,False,2002,14,36025,73
2709,19,5,9,12,36284,4,False,2002,16,36075,99
2710,1,12,2,1,38419,4,False,2002,16,38164,99
2711,7,12,3,1,52305,4,False,2002,18,52164,99
2712,31,23,16,20,30079,4,False,2002,13,29132,96
2713,14,26,7,10,31367,4,False,2002,12,27506,87
2714,2,15,4,17,40834,4,False,2002,16,39852,97
2715,11,19,13,8,37792,4,False,2002,22,39560,104
2716,16,30,6,15,54074,4,False,2002,31,42120,77
2717,5,6,12,9,35150,4,False,2002,26,34793,98
2718,32,4,19,5,26445,4,False,2002,3,27039,102
2719,10,13,18,14,35345,4,False,2002,16,35029,99
2720,30,14,13,7,18439,4,False,2002,16,14017,76
2721,4,7,5,3,39414,4,False,2002,31,40031,101
2722,15,5,16,12,28723,4,False,2002,25,26949,93
2723,12,16,2,6,75643,4,False,2002,26,67639,89
2724,13,1,15,1,42749,4,False,2002,13,42602,99
2725,26,11,9,14,27111,4,False,2002,16,26274,96
2726,6,32,10,19,33746,4,False,2002,21,30187,89
2727,9,10,11,18,32384,4,False,2002,4,31941,98
2728,23,2,20,4,48707,4,False,2002,14,40011,82
2729,19,31,8,17,36284,4,False,2002,16,36058,99
2730,15,19,17,10,28723,3,False,2002,25,23084,80
2731,16,11,5,16,54074,3,False,2002,31,43021,79
2732,1,4,1,6,38419,3,False,2002,16,38042,99
2733,31,32,15,19,30079,3,False,2002,13,29449,97
2734,12,30,2,13,75643,3,False,2002,26,67706,89
2735,2,5,4,12,40834,3,False,2002,16,41105,100
2736,6,26,11,7,33746,3,False,2002,21,29080,86
2737,7,14,3,8,52305,3,False,2002,18,52106,99
2738,9,13,9,14,32384,3,False,2002,4,31888,98
2739,10,23,18,20,35345,3,False,2002,16,35033,99
2740,5,31,12,16,35150,3,False,2002,26,34596,98
2741,19,16,10,6,36284,3,False,2002,16,36077,99
2742,32,2,19,4,26445,3,False,2002,3,27024,102
2743,13,12,14,2,42749,3,False,2002,13,42602,99
2744,14,1,7,1,31367,3,False,2002,12,29840,95
2745,26,7,8,3,27111,3,False,2002,16,26728,98
2746,4,10,5,18,39414,3,False,2002,31,40158,101
2747,30,9,13,9,18439,3,False,2002,16,18031,97
2748,11,6,15,11,37792,3,False,2002,22,39073,103
2749,23,15,20,17,48707,3,False,2002,14,42124,86
2750,16,15,6,17,54074,3,False,2002,31,41462,76
2751,6,7,11,3,33746,3,False,2002,21,34814,103
2752,12,11,2,15,75643,3,False,2002,26,67135,88
2753,13,31,14,16,42749,3,True,2002,13,42602,99
2754,1,26,1,7,38419,3,True,2002,16,38015,98
2755,7,2,3,5,52305,3,False,2002,18,52157,99
2756,14,5,8,12,31367,3,False,2002,12,28647,91
2757,30,23,13,20,18439,3,False,2002,16,16286,88
2758,6,4,11,4,33746,3,False,2002,21,32473,96
2759,9,32,10,19,32384,3,False,2002,4,31915,98
2760,10,19,18,9,35345,3,True,2002,16,35049,99
2761,19,30,8,15,36284,2,True,2002,16,34704,95
2762,32,10,19,18,26445,2,False,2002,3,27042,102
2763,31,16,16,7,30079,2,False,2002,13,29449,97
2764,15,12,17,2,28723,2,False,2002,25,27409,95
2765,4,9,5,10,39414,2,False,2002,31,36569,92
2766,26,13,6,12,27111,2,False,2002,16,26257,96
2767,2,14,4,9,40834,2,False,2002,16,40850,100
2768,11,7,14,3,37792,2,False,2002,22,40025,105
2769,5,1,11,1,35150,2,False,2002,26,34960,99
2770,23,6,20,13,48707,2,False,2002,14,42134,86
2771,30,32,14,18,18439,2,False,2002,16,15799,85
2772,12,5,2,10,75643,2,True,2002,26,67646,89
2773,7,1,3,1,52305,2,False,2002,18,52157,99
2774,31,2,16,4,30079,2,False,2002,13,29475,97
2775,14,9,11,9,31367,2,False,2002,12,24896,79
2776,26,4,8,5,27111,2,False,2002,16,26623,98
2777,30,13,14,12,18439,2,False,2002,16,17092,92
2778,11,10,13,19,37792,2,False,2002,22,40126,106
2779,19,23,7,20,36284,2,False,2002,16,36075,99
2780,16,6,6,15,54074,2,False,2002,31,42247,78
2781,32,15,18,17,26445,2,False,2002,3,26933,101
2782,31,12,16,2,30079,2,False,2002,13,29475,97
2783,10,16,19,6,35345,2,False,2002,16,35033,99
2784,13,14,11,12,42749,2,False,2002,13,29171,68
2785,1,30,1,15,38419,2,True,2002,16,38050,99
2786,15,31,17,16,28723,2,False,2002,25,24288,84
2787,2,19,4,9,40834,2,True,2002,16,41384,101
2788,4,11,5,13,39414,2,False,2002,31,40153,101
2789,5,32,10,18,35150,2,False,2002,26,34765,98
2790,9,12,7,2,32384,2,False,2002,4,32085,99
2791,23,26,20,8,48707,2,False,2002,14,36042,73
2792,5,30,9,15,35150,1,False,2002,26,33260,94
2793,19,7,8,2,36284,1,False,2002,16,36084,99
2794,32,26,20,10,26445,1,False,2002,3,26113,98
2795,10,14,18,11,35345,1,False,2002,16,34743,98
2796,16,1,6,1,54074,1,False,2002,31,43668,80
2797,6,13,14,12,33746,1,False,2002,21,27546,81
2798,15,4,17,5,28723,1,False,2002,25,25119,87
2799,2,11,4,13,40834,1,False,2002,16,39738,97
2800,23,9,19,7,48707,1,False,2002,14,34102,70
2801,26,10,11,20,27111,1,True,2002,16,26340,97
2802,7,15,3,17,52305,1,False,2002,18,52005,99
2803,1,10,1,20,38419,1,True,2002,16,38053,99
2804,30,6,15,13,18439,1,False,2002,16,14253,77
2805,12,2,2,4,75643,1,False,2002,26,67606,89
2806,13,19,14,7,42749,1,False,2002,13,38576,90
2807,14,31,9,16,31367,1,False,2002,12,23331,74
2808,26,15,11,17,27111,1,False,2002,16,26057,96
2809,4,23,5,18,39414,1,False,2002,31,37409,94
2810,11,32,12,19,37792,1,False,2002,22,39708,105
2811,7,5,3,10,52305,1,False,2002,18,52152,99
2812,9,16,8,6,32384,1,False,2002,4,32104,99
2813,19,4,8,6,36284,1,False,2002,16,36070,99
2814,31,1,15,1,30079,1,False,2002,13,29505,98
2815,15,30,17,16,28723,1,False,2002,25,25156,87
2816,2,26,3,14,40834,1,True,2002,16,37284,91
2817,16,13,7,13,54074,1,False,2002,31,43210,79
2818,5,11,9,12,35150,1,False,2002,26,34884,99
2819,6,9,11,5,33746,1,False,2002,21,27443,81
2820,23,14,18,10,48707,1,False,2002,14,36529,74
2821,32,12,20,2,26445,1,False,2002,3,27129,102
2822,10,7,19,4,35345,1,False,2002,16,35048,99
2823,12,23,2,18,75643,1,False,2002,26,67609,89
2824,1,2,1,3,38419,1,True,2002,16,38096,99
2825,13,15,14,17,42749,1,False,2002,13,31838,74
2826,14,6,8,12,31367,1,False,2002,12,23413,74
2827,4,5,5,10,39414,1,False,2002,31,40163,101
2828,11,31,11,15,37792,1,False,2002,22,40034,105
2829,9,19,6,9,32384,1,False,2002,4,31890,98
2830,7,16,4,7,52305,1,False,2002,18,52147,99
2831,7,19,4,8,52305,12,False,2002,18,52145,99
2832,1,16,1,6,38419,12,False,2002,16,38074,99
2833,13,6,14,10,42749,12,False,2002,13,33637,78
2834,14,10,11,20,31367,12,False,2002,12,24998,79
2835,26,32,12,19,27111,12,False,2002,16,26196,96
2836,4,15,5,17,39414,12,False,2002,31,39480,100
2837,30,5,16,9,18439,12,False,2002,16,17937,97
2838,11,2,13,2,37792,12,False,2002,22,40122,106
2839,12,31,3,15,75643,12,False,2002,26,67640,89
2840,9,23,7,18,32384,12,False,2002,4,31423,97
2841,2,9,2,9,40834,12,False,2002,16,39428,96
2842,19,26,7,12,36284,12,True,2002,16,36043,99
2843,10,30,20,15,35345,12,True,2002,16,35025,99
2844,15,7,17,6,28723,12,False,2002,25,27314,95
2845,32,1,19,1,26445,12,False,2002,3,27025,102
2846,31,4,13,4,30079,12,False,2002,13,29505,98
2847,16,14,5,10,54074,12,False,2002,31,43075,79
2848,5,13,11,16,35150,12,False,2002,26,33991,96
2849,23,11,18,14,48707,12,False,2002,14,44029,90
2850,6,12,8,3,33746,12,False,2002,21,34673,102
2851,5,19,12,7,35150,12,False,2002,26,34563,98
2852,14,12,9,3,31367,12,False,2002,12,30475,97
2853,16,4,5,4,54074,12,True,2002,31,44025,81
2854,1,6,1,10,38419,12,False,2002,16,38003,98
2855,31,26,13,11,30079,12,False,2002,13,28837,95
2856,2,13,2,15,40834,12,False,2002,16,38284,93
2857,11,9,16,8,37792,12,False,2002,22,36687,97
2858,7,30,6,14,52305,12,False,2002,18,51576,98
2859,32,23,18,17,26445,12,False,2002,3,26703,100
2860,10,15,20,19,35345,12,False,2002,16,34892,98
2861,15,11,19,16,28723,12,False,2002,25,23378,81
2862,30,31,14,13,18439,12,False,2002,16,14962,81
2863,19,1,7,1,36284,12,True,2002,16,36076,99
2864,23,16,17,5,48707,12,False,2002,14,37118,76
2865,12,10,2,20,75643,12,False,2002,26,67555,89
2866,13,32,15,18,42749,12,False,2002,13,40391,94
2867,26,5,11,12,27111,12,False,2002,16,26484,97
2868,4,14,4,10,39414,12,False,2002,31,36578,92
2869,6,2,9,3,33746,12,False,2002,21,29160,86
2870,9,7,8,6,32384,12,False,2002,4,32061,99
2871,23,5,19,12,48707,12,False,2002,14,36511,74
2872,19,32,7,17,36284,12,False,2002,16,35958,99
2873,12,1,3,1,75643,12,False,2002,26,67650,89
2874,13,7,15,6,42749,12,False,2002,13,33446,78
2875,15,14,18,10,28723,12,False,2002,25,24556,85
2876,26,16,11,4,27111,12,False,2002,16,26694,98
2877,4,2,5,2,39414,12,False,2002,31,39396,99
2878,30,11,13,16,18439,12,False,2002,16,17499,94
2879,6,10,9,20,33746,12,False,2002,21,28283,83
2880,9,31,8,14,32384,12,False,2002,4,31132,96
2881,10,9,20,10,35345,12,False,2002,16,28844,81
2882,16,12,2,4,54074,12,False,2002,31,44250,81
2883,7,4,6,5,52305,12,False,2002,18,51607,98
2884,11,26,16,12,37792,12,False,2002,22,35537,94
2885,1,13,1,15,38419,11,False,2002,16,38090,99
2886,31,19,11,8,30079,11,False,2002,13,29505,98
2887,14,30,9,14,31367,11,False,2002,12,21096,67
2888,2,23,3,18,40834,11,False,2002,16,38946,95
2889,5,15,13,19,35150,11,False,2002,26,34860,99
2890,32,6,17,7,26445,11,False,2002,3,27029,102
2891,19,11,7,14,36284,11,False,2002,16,35718,98
2892,26,14,15,9,27111,11,False,2002,16,26152,96
2893,13,10,11,20,42749,11,False,2002,13,33279,77
2894,15,2,18,4,28723,11,False,2002,25,25476,88
2895,4,32,3,19,39414,11,False,2002,31,40113,101
2896,30,16,12,2,18439,11,False,2002,16,18144,98
2897,6,5,6,16,33746,11,False,2002,21,31510,93
2898,9,1,10,1,32384,11,False,2002,4,31797,98
2899,23,31,17,13,48707,11,False,2002,14,38803,79
2900,12,7,5,8,75643,11,False,2002,26,67619,89
2901,16,23,2,17,54074,11,False,2002,31,43074,79
2902,31,30,15,13,30079,11,False,2002,13,26164,86
2903,14,4,8,4,31367,11,False,2002,12,26496,84
2904,11,15,10,18,37792,11,False,2002,22,36627,96
2905,10,12,19,5,35345,11,False,2002,16,35049,99
2906,1,19,1,9,38419,11,True,2002,16,38152,99
2907,2,6,3,7,40834,11,False,2002,16,39064,95
2908,5,26,12,16,35150,11,False,2002,26,33455,95
2909,7,9,6,11,52305,11,False,2002,18,51812,99
2910,32,13,20,14,26445,11,False,2002,3,27091,102
2911,10,11,18,10,35345,11,False,2002,16,33297,94
2912,23,19,16,8,48707,11,False,2002,14,40024,82
2913,5,12,12,5,35150,11,True,2002,26,34649,98
2914,1,7,2,9,38419,11,False,2002,16,38121,99
2915,13,30,14,13,42749,11,False,2002,13,29563,69
2916,15,32,20,19,28723,11,False,2002,25,23630,82
2917,2,31,3,15,40834,11,False,2002,16,35237,86
2918,4,26,4,17,39414,11,False,2002,31,37621,95
2919,6,16,6,1,33746,11,False,2002,21,34747,102
2920,9,14,11,7,32384,11,False,2002,4,30059,92
2921,7,6,8,9,52305,11,False,2002,18,51558,98
2922,30,1,11,2,18439,11,True,2002,16,18800,101
2923,19,2,5,4,36284,11,True,2002,16,36049,99
2924,14,13,7,15,31367,11,False,2002,12,23004,73
2925,11,4,13,6,37792,11,False,2002,22,40161,106
2926,26,23,16,18,27111,11,False,2002,16,26284,96
2927,31,15,12,20,30079,11,False,2002,13,27224,90
2928,16,10,1,17,54074,11,False,2002,31,44048,81
2929,12,9,3,10,75643,11,False,2002,26,67691,89
2930,32,5,19,14,26445,11,False,2002,3,27044,102
2931,15,23,20,19,28723,10,False,2002,25,23036,80
2932,9,30,10,11,32384,10,False,2002,4,26188,80
2933,10,4,15,8,35345,10,False,2002,16,34117,96
