,team_1,team_2,team_1_rating,team_2_rating,capacity,month,derby,year,city,temprature,precipitation,attendance,occuper
4890,30,19,15,14,25700,9,True,2007,16,16,41,18630,72
4891,16,21,1,20,54074,9,False,2007,31,15,49,36127,66
4892,6,31,12,16,33746,9,False,2007,21,14,18,23798,70
4893,7,36,6,9,52305,9,False,2007,18,12,101,34447,65
4894,38,10,18,11,24161,9,False,2007,34,14,24,16058,66
4895,12,23,8,17,75643,9,False,2007,26,14,26,66886,88
4896,6,7,13,7,33746,8,False,2007,21,16,24,27338,81
4897,12,19,10,17,75643,8,False,2007,26,16,31,65709,86
4898,23,16,16,4,48707,8,False,2007,14,15,31,36679,75
4899,1,5,6,2,60704,8,False,2007,16,18,57,49096,80
4900,13,30,11,19,42749,8,False,2007,13,16,27,27959,65
4901,15,38,18,15,28723,8,False,2007,25,16,31,11766,40
4902,2,33,1,8,40834,8,False,2007,16,18,57,29733,72
4903,10,36,14,3,35345,8,False,2007,16,18,57,24129,68
4904,4,14,5,9,39414,8,False,2007,31,16,66,29884,75
4905,5,12,1,16,53400,8,True,2007,26,16,31,43282,81
4906,14,1,8,7,31367,8,False,2007,12,16,35,22326,71
4907,16,2,9,2,54074,8,False,2007,31,16,66,42376,78
4908,31,10,18,15,29409,8,False,2007,13,16,27,21638,73
4909,30,6,13,14,25700,8,False,2007,16,18,57,20340,79
4910,38,4,10,4,24161,8,False,2007,34,17,29,15768,65
4911,7,13,6,17,52305,8,False,2007,18,13,104,41710,79
4912,33,15,5,20,20978,8,False,2007,7,17,10,16619,79
4913,19,21,12,19,36284,8,False,2007,16,18,57,26738,73
4914,36,23,3,11,25138,8,False,2007,5,16,66,12700,50
4915,31,23,13,4,29409,8,False,2007,13,16,27,21644,73
4916,30,15,9,19,25700,8,False,2007,16,18,57,16102,62
4917,5,21,2,14,53400,8,False,2007,26,16,31,17160,32
4918,33,12,11,12,20978,8,False,2007,7,17,10,14469,68
4919,38,2,15,3,24161,8,False,2007,34,17,29,24031,99
4920,36,6,10,17,25138,8,False,2007,5,16,66,9638,38
4921,19,4,20,1,36284,8,False,2007,16,18,57,33942,93
4922,1,30,4,15,60704,8,True,2007,16,18,57,46955,77
4923,2,31,3,13,40834,8,False,2007,16,18,57,34471,84
4924,12,38,11,12,75643,8,False,2007,26,16,31,50505,66
4925,23,19,8,18,48707,8,False,2007,14,15,31,37152,76
4926,15,7,19,1,28723,8,False,2007,25,16,31,22787,79
4927,4,36,6,17,39414,8,False,2007,31,16,66,30879,78
4928,6,14,16,5,33746,8,False,2007,21,16,24,26097,77
4929,10,5,20,2,35345,8,False,2007,16,18,57,33976,96
4930,13,16,14,7,42749,8,False,2007,13,16,27,36888,86
4931,1,40,4,12,60704,5,False,2008,16,14,52,60082,98
4932,13,7,6,18,42749,5,False,2008,13,12,26,42585,99
4933,14,32,15,20,31367,5,False,2008,12,12,32,28389,90
4934,30,4,7,5,25700,5,False,2008,16,14,52,25497,99
4935,39,12,17,1,25586,5,False,2008,27,11,7,24945,97
4936,16,19,2,8,54074,5,False,2008,31,12,53,43937,81
4937,5,15,10,13,53400,5,False,2008,26,12,21,47202,88
4938,23,2,16,3,48707,5,False,2008,14,10,23,42468,87
4939,10,6,9,19,35345,5,False,2008,16,14,52,34007,96
4940,36,33,11,14,25138,5,False,2008,5,12,53,17696,70
4941,33,23,14,16,20978,5,False,2008,7,13,16,20398,97
4942,32,16,20,2,26445,5,False,2008,3,12,26,26138,98
4943,2,14,3,15,40834,5,False,2008,16,14,52,34503,84
4944,12,1,1,4,75643,5,False,2008,26,12,21,75468,99
4945,15,39,13,17,28723,5,False,2008,25,12,21,25085,87
4946,4,10,5,9,39414,5,False,2008,31,12,53,38501,97
4947,6,13,19,6,33746,5,False,2008,21,11,19,27261,80
4948,7,30,18,7,52305,5,False,2008,18,9,116,52114,99
4949,40,36,11,12,30089,5,False,2008,33,12,21,25641,85
4950,19,5,8,10,36284,5,False,2008,16,14,52,36000,99
4951,36,12,11,1,25138,5,False,2008,5,12,53,21286,84
4952,7,6,17,19,52305,5,False,2008,18,9,116,51252,97
4953,12,5,1,10,75643,5,True,2008,26,12,21,75464,99
4954,1,2,4,3,60704,5,True,2008,16,14,52,60075,98
4955,14,33,14,15,31367,5,False,2008,12,12,32,24234,77
4956,15,23,13,16,28723,5,False,2008,25,12,21,24005,83
4957,4,19,6,8,39414,5,False,2008,31,12,53,36646,92
4958,30,13,7,5,25700,5,False,2008,16,14,52,25660,99
4959,39,40,18,12,25586,5,False,2008,27,11,7,24932,97
4960,32,36,20,11,26445,5,False,2008,3,12,26,24741,93
4961,10,16,9,2,35345,5,False,2008,16,14,52,34951,98
4962,13,39,5,17,42749,5,False,2008,13,12,26,39607,92
4963,16,7,2,18,54074,5,False,2008,31,12,53,44121,81
4964,23,4,16,6,48707,5,False,2008,14,10,23,41313,84
4965,2,30,3,9,40834,5,True,2008,16,14,52,41801,102
4966,5,14,8,15,53400,5,False,2008,26,12,21,43967,82
4967,33,1,14,4,20978,5,False,2008,7,13,16,20418,97
4968,40,10,13,7,30089,5,False,2008,33,12,21,27500,91
4969,19,32,10,20,36284,5,False,2008,16,14,52,35836,98
4970,36,15,11,12,25138,5,False,2008,5,12,53,18655,74
4971,6,12,19,1,33746,5,False,2008,21,11,19,33767,100
4972,7,33,18,14,52305,4,False,2008,18,7,70,39705,75
4973,1,6,4,19,60704,4,False,2008,16,11,30,60089,98
4974,14,36,15,11,31367,4,False,2008,12,9,26,25019,79
4975,15,13,13,5,28723,4,False,2008,25,9,27,21709,75
4976,4,5,6,9,39414,4,False,2008,31,10,36,37791,95
4977,30,40,7,12,25700,4,False,2008,16,11,30,24997,97
4978,39,16,17,2,25586,4,False,2008,27,9,13,24942,97
4979,32,23,20,16,26445,4,False,2008,3,8,23,26256,99
4980,10,2,8,3,35345,4,True,2008,16,11,30,34749,98
4981,12,19,1,10,75643,4,False,2008,26,9,27,75458,99
4982,2,4,3,6,40834,4,False,2008,16,11,30,41556,101
4983,12,33,1,14,75643,4,False,2008,26,9,27,74895,99
4984,16,1,2,4,54074,4,False,2008,31,10,36,44424,82
4985,19,7,9,19,36284,4,False,2008,16,11,30,34247,94
4986,5,32,10,20,53400,4,False,2008,26,9,27,43086,80
4987,13,10,5,7,42749,4,False,2008,13,8,23,39534,92
4988,6,30,18,8,33746,4,False,2008,21,8,22,30389,90
4989,33,15,14,13,20978,4,False,2008,7,9,19,20158,96
4990,40,14,12,17,30089,4,False,2008,33,9,27,27500,91
4991,23,39,15,16,48707,4,False,2008,14,7,23,42855,87
4992,13,4,5,6,42749,4,False,2008,13,8,23,40188,94
4993,5,30,11,8,53400,4,False,2008,26,9,27,39841,74
4994,16,14,2,16,54074,4,False,2008,31,10,36,43466,80
4995,2,15,3,12,40834,4,False,2008,16,11,30,41096,100
4996,6,39,19,15,33746,4,False,2008,21,8,22,32255,95
4997,33,32,14,20,20978,4,False,2008,7,9,19,20376,97
4998,23,12,17,1,48707,4,False,2008,14,7,23,45408,93
4999,19,10,9,7,36284,4,True,2008,16,11,30,35969,99
5000,36,1,10,4,25138,4,False,2008,5,10,36,22954,91
5001,40,7,13,18,30089,4,False,2008,33,9,27,27500,91
5002,4,36,6,8,39414,4,False,2008,31,10,36,34427,87
5003,12,13,1,5,75643,4,False,2008,26,9,27,75409,99
5004,1,5,4,10,60704,4,False,2008,16,11,30,60097,99
5005,15,6,12,19,28723,4,False,2008,25,9,27,20819,72
5006,39,33,15,16,25586,4,False,2008,27,9,13,24802,96
5007,7,2,18,3,52305,4,False,2008,18,7,70,52112,99
5008,32,40,20,13,26445,4,False,2008,3,8,23,26277,99
5009,10,23,7,17,35345,4,False,2008,16,11,30,34761,98
5010,30,16,9,2,25700,4,False,2008,16,11,30,25661,99
5011,14,19,14,11,31367,4,False,2008,12,9,26,21891,69
5012,36,39,7,13,25138,3,False,2008,5,7,40,17689,70
5013,5,23,10,14,53400,3,False,2008,26,6,25,43017,80
5014,16,13,2,5,54074,3,False,2008,31,7,40,44131,81
5015,33,4,15,6,20978,3,False,2008,7,8,17,20388,97
5016,14,10,17,8,31367,3,False,2008,12,7,25,21672,69
5017,30,12,9,1,25700,3,False,2008,16,8,29,25652,99
5018,40,6,16,19,30089,3,False,2008,33,6,25,26442,87
5019,19,2,11,3,36284,3,True,2008,16,8,29,36034,99
5020,32,15,20,12,26445,3,False,2008,3,6,19,25530,96
5021,7,1,18,4,52305,3,False,2008,18,4,106,49972,95
5022,10,32,7,20,35345,3,False,2008,16,8,29,40842,115
5023,2,5,2,10,40834,3,False,2008,16,8,29,41810,102
5024,13,19,5,11,42749,3,False,2008,13,6,19,41205,96
5025,12,16,1,3,75643,3,False,2008,26,6,25,75569,99
5026,1,14,4,15,60704,3,False,2008,16,8,29,60091,98
5027,15,30,12,9,28723,3,False,2008,25,6,25,22117,77
5028,4,40,6,18,39414,3,False,2008,31,7,40,36396,92
5029,39,7,13,16,25586,3,False,2008,27,7,12,24914,97
5030,6,33,19,17,33746,3,False,2008,21,6,18,24281,71
5031,23,36,14,8,48707,3,False,2008,14,6,18,39266,80
5032,30,14,10,15,25700,3,False,2008,16,8,29,18096,70
5033,23,19,13,12,48707,3,False,2008,14,6,18,37894,77
5034,5,13,8,4,53400,3,False,2008,26,6,25,40137,75
5035,7,12,17,1,52305,3,False,2008,18,4,106,51636,98
5036,40,15,16,11,30089,3,False,2008,33,6,25,26319,87
5037,36,10,9,7,25138,3,False,2008,5,7,40,14169,56
5038,14,4,15,6,31367,3,False,2008,12,7,25,21445,68
5039,30,39,10,14,25700,3,False,2008,16,8,29,23051,89
5040,19,6,12,19,36284,3,False,2008,16,8,29,35761,98
5041,33,2,18,2,20978,3,False,2008,7,8,17,16240,77
5042,32,1,20,5,26445,3,False,2008,3,6,19,23553,89
5043,16,23,3,13,54074,3,False,2008,31,7,40,41457,76
5044,39,14,13,17,25586,3,False,2008,27,7,12,24612,96
5045,10,5,7,11,35345,3,False,2008,16,8,29,34562,97
5046,15,7,10,15,28723,3,False,2008,25,6,25,20763,72
5047,13,40,4,19,42749,3,False,2008,13,6,19,39641,92
5048,1,30,5,9,60704,2,True,2008,16,6,47,60102,99
5049,2,36,2,8,40834,2,False,2008,16,6,47,40714,99
5050,6,16,18,3,33746,2,False,2008,21,5,21,33724,99
5051,4,32,6,20,39414,2,False,2008,31,6,40,33898,86
5052,39,19,13,14,25586,2,False,2008,27,5,12,19406,75
5053,30,32,8,20,25700,2,False,2008,16,6,47,22394,87
5054,16,5,2,10,54074,2,False,2008,31,6,40,44259,81
5055,7,4,15,6,52305,2,False,2008,18,3,122,47683,91
5056,13,2,4,3,42749,2,False,2008,13,5,23,42585,99
5057,1,23,5,11,60704,2,False,2008,16,6,47,60104,99
5058,15,10,12,9,28723,2,False,2008,25,5,28,21245,73
5059,6,36,19,7,33746,2,False,2008,21,5,21,24020,71
5060,40,33,17,16,30089,2,False,2008,33,5,28,13534,44
5061,12,14,1,18,75643,2,False,2008,26,5,28,75000,99
5062,12,30,1,10,75643,2,False,2008,26,5,28,75437,99
5063,33,5,15,9,20978,2,False,2008,7,6,23,20018,95
5064,19,1,16,5,36284,2,True,2008,16,6,47,36021,99
5065,10,12,8,1,35345,2,False,2008,16,6,47,34958,98
5066,5,6,9,19,53400,2,False,2008,26,5,28,40588,76
5067,14,13,18,3,31367,2,False,2008,12,5,28,24267,77
5068,2,39,4,12,40834,2,False,2008,16,6,47,41802,102
5069,4,15,6,14,39414,2,False,2008,31,6,40,33791,85
5070,23,40,11,17,48707,2,False,2008,14,4,17,38350,78
5071,32,7,20,13,26445,2,False,2008,3,5,23,25817,97
5072,36,30,7,10,25138,2,False,2008,5,6,40,16504,65
5073,33,16,15,2,20978,2,False,2008,7,6,23,20524,97
5074,7,23,15,13,52305,2,False,2008,18,3,122,52084,99
5075,16,2,2,3,54074,2,False,2008,31,6,40,44174,81
5076,40,5,17,10,30089,1,False,2008,33,5,32,27236,90
5077,1,10,5,8,60704,1,True,2008,16,6,52,60109,99
5078,13,36,4,7,42749,1,False,2008,13,4,34,41766,97
5079,15,19,12,14,28723,1,False,2008,25,5,32,21575,75
5080,30,33,9,16,25700,1,False,2008,16,6,52,23722,92
5081,39,32,11,20,25586,1,False,2008,27,4,17,24879,97
5082,6,14,19,18,33746,1,False,2008,21,4,29,24303,72
5083,12,4,1,6,75643,1,False,2008,26,5,32,75399,99
5084,2,6,2,18,40834,1,False,2008,16,6,52,40280,98
5085,5,7,9,16,53400,1,False,2008,26,5,32,42280,79
5086,36,16,7,3,25138,1,False,2008,5,5,58,21237,84
5087,14,15,17,14,31367,1,False,2008,12,5,32,25205,80
5088,4,1,6,5,39414,1,False,2008,31,5,58,37097,94
5089,10,39,8,10,35345,1,False,2008,16,6,52,34340,97
5090,33,13,15,4,20978,1,False,2008,7,6,35,19073,90
5091,23,30,12,11,48707,1,False,2008,14,4,20,36539,75
5092,32,12,20,1,26445,1,False,2008,3,4,34,26105,98
5093,19,40,13,19,36284,1,False,2008,16,6,52,36072,99
5094,16,4,2,6,54074,1,True,2008,31,5,58,44382,82
5095,10,30,8,10,35345,1,True,2008,16,6,52,31818,90
5096,19,33,16,12,36284,1,False,2008,16,6,52,36011,99
5097,14,7,17,14,31367,1,False,2008,12,5,32,25583,81
5098,15,12,13,1,28723,1,False,2008,25,5,32,26021,90
5099,2,40,3,19,40834,1,False,2008,16,6,52,41788,102
5100,5,36,11,7,53400,1,False,2008,26,5,32,41262,77
5101,23,13,15,4,48707,1,False,2008,14,4,20,40350,82
5102,32,6,20,18,26445,1,False,2008,3,4,34,25557,96
5103,39,1,9,5,25586,1,False,2008,27,4,17,24924,97
5104,12,36,2,7,75643,1,False,2008,26,5,32,73917,97
5105,36,19,7,18,25138,1,False,2008,5,5,58,17500,69
5106,12,2,2,3,75643,1,False,2008,26,5,32,75455,99
5107,13,32,4,20,42749,1,False,2008,13,4,34,41757,97
5108,1,15,5,12,60704,1,False,2008,16,6,52,60068,98
5109,4,39,6,8,39414,1,False,2008,31,5,58,37527,95
5110,6,23,16,13,33746,1,False,2008,21,4,29,29310,86
5111,7,10,11,10,52305,1,False,2008,18,3,190,47571,90
5112,40,16,17,1,30089,1,False,2008,33,5,32,27500,91
5113,39,13,8,4,25586,12,False,2008,27,5,18,24727,96
5114,12,6,3,17,75643,12,False,2008,26,5,37,75294,99
5115,7,16,14,1,52305,12,False,2008,18,4,230,52114,99
5116,1,33,5,12,60704,12,False,2008,16,6,65,60092,98
5117,15,36,11,7,28723,12,False,2008,25,5,37,23726,82
5118,4,23,6,15,39414,12,False,2008,31,6,72,39146,99
5119,30,2,9,2,25700,12,True,2008,16,6,65,25462,99
5120,32,19,20,16,26445,12,False,2008,3,5,27,26344,99
5121,10,40,10,18,35345,12,False,2008,16,6,65,34477,97
5122,14,5,19,13,31367,12,False,2008,12,6,45,25200,80
5123,2,32,2,20,40834,12,False,2008,16,6,65,43417,106
5124,33,10,11,13,20978,12,False,2008,7,6,31,20102,95
5125,16,15,1,10,54074,12,False,2008,31,6,72,43548,80
5126,5,39,15,7,53400,12,False,2008,26,5,37,45196,84
5127,6,4,17,6,33746,12,False,2008,21,5,28,30253,89
5128,23,14,14,19,48707,12,False,2008,14,4,22,44680,91
5129,36,7,9,12,25138,12,False,2008,5,6,72,20266,80
5130,13,1,4,5,42749,12,False,2008,13,5,27,42585,99
5131,40,12,18,3,30089,12,False,2008,33,5,37,27500,91
5132,19,30,16,8,36284,12,True,2008,16,6,65,35866,98
5133,4,2,7,2,39414,12,False,2008,31,6,72,35655,90
5134,32,5,20,18,26445,12,False,2008,3,5,27,25010,94
5135,7,19,12,16,52305,12,False,2008,18,4,230,47982,91
5136,1,16,5,1,60704,12,False,2008,16,6,65,60094,98
5137,14,40,19,15,31367,12,False,2008,12,6,45,23004,73
5138,15,33,9,10,28723,12,False,2008,25,5,37,19884,69
5139,30,6,8,14,25700,12,False,2008,16,6,65,23722,92
5140,39,23,6,13,25586,12,False,2008,27,5,18,24917,97
5141,10,13,17,3,35345,12,False,2008,16,6,65,31353,88
5142,33,7,8,14,20978,12,False,2008,7,6,31,15686,74
5143,2,10,2,16,40834,12,True,2008,16,6,65,36108,88
5144,6,1,12,5,33746,12,False,2008,21,5,28,27320,80
5145,13,15,4,11,42749,12,False,2008,13,5,27,35134,82
5146,16,39,1,6,54074,12,False,2008,31,6,72,43835,81
5147,5,4,17,7,53400,12,False,2008,26,5,37,41344,77
5148,40,30,13,10,30089,12,False,2008,33,5,37,25287,84
5149,23,32,18,20,48707,12,False,2008,14,4,22,36280,74
5150,36,14,9,19,25138,12,False,2008,5,6,72,18003,71
5151,19,12,15,3,36284,12,False,2008,16,6,65,35882,98
5152,10,19,16,15,35345,12,True,2008,16,6,65,34277,96
5153,32,33,20,7,26445,12,False,2008,3,5,27,24964,94
5154,4,13,8,5,39414,12,False,2008,31,6,72,35137,89
5155,30,5,9,14,25700,12,False,2008,16,6,65,24012,93
5156,1,36,4,11,60704,12,False,2008,16,6,65,59317,97
5157,14,16,19,1,31367,12,False,2008,12,6,45,26920,85
5158,15,2,10,2,28723,12,False,2008,25,5,37,22023,76
5159,39,6,6,12,25586,12,False,2008,27,5,18,24912,97
5160,7,40,17,13,52305,12,False,2008,18,4,230,47422,90
5161,12,23,3,18,75643,12,False,2008,26,5,37,75400,99
5162,16,10,1,13,54074,12,False,2008,31,6,72,42053,77
5163,5,12,15,3,53400,11,True,2008,26,7,35,47320,88
5164,33,14,8,19,20978,11,False,2008,7,8,28,18063,86
5165,19,4,16,7,36284,11,False,2008,16,9,72,35417,97
5166,2,1,2,4,40834,11,True,2008,16,9,72,41775,102
5167,13,30,5,10,42749,11,False,2008,13,7,31,30110,70
5168,6,7,12,17,33746,11,False,2008,21,7,29,29441,87
5169,40,39,14,6,30089,11,False,2008,33,7,35,21722,72
5170,23,15,18,9,48707,11,False,2008,14,6,26,32248,66
5171,36,32,11,20,25138,11,False,2008,5,8,67,14555,57
5172,36,4,15,7,25138,11,False,2008,5,8,67,18399,73
5173,19,14,16,19,36284,11,False,2008,16,9,72,30714,84
5174,23,10,17,13,48707,11,False,2008,14,6,26,36125,74
5175,2,7,1,18,40834,11,False,2008,16,9,72,36661,89
5176,16,30,2,9,54074,11,False,2008,31,8,67,44066,81
5177,5,1,11,5,53400,11,False,2008,26,7,35,41854,78
5178,6,15,10,12,33746,11,False,2008,21,7,29,24299,72
5179,33,39,8,6,20978,11,False,2008,7,8,28,8256,39
5180,40,32,14,20,30089,11,False,2008,33,7,35,23847,79
5181,13,12,4,3,42749,11,False,2008,13,7,31,38532,90
5182,4,6,7,8,39414,11,False,2008,31,8,67,33020,83
5183,39,5,6,12,25586,11,False,2008,27,7,18,19169,74
5184,15,16,13,2,28723,11,False,2008,25,7,35,23434,81
5185,1,13,4,5,60704,11,False,2008,16,9,72,44881,73
5186,14,23,18,11,31367,11,False,2008,12,8,43,21798,69
5187,30,19,10,19,25700,11,True,2008,16,9,72,20063,78
5188,12,40,3,15,75643,11,False,2008,26,7,35,67489,89
5189,7,36,17,16,52305,11,False,2008,18,6,202,39368,75
5190,10,33,14,9,35345,11,False,2008,16,9,72,24714,69
5191,32,2,20,1,26445,11,False,2008,3,7,31,23162,87
5192,14,2,15,1,31367,11,False,2008,12,8,43,20672,65
5193,13,6,5,8,42749,11,False,2008,13,7,31,28718,67
5194,5,19,13,16,53400,11,False,2008,26,7,35,42075,78
5195,30,7,10,18,25700,11,False,2008,16,9,72,20029,77
5196,1,12,3,4,60704,11,False,2008,16,9,72,46295,76
5197,36,40,17,12,25138,11,False,2008,5,8,67,13433,53
5198,39,15,6,11,25586,11,False,2008,27,7,18,11499,44
5199,23,33,19,9,48707,11,False,2008,14,6,26,22657,46
5200,10,4,14,7,35345,11,False,2008,16,9,72,33961,96
5201,16,32,2,20,54074,11,False,2008,31,8,67,41786,77
5202,7,13,14,5,52305,11,False,2008,18,6,202,43795,83
5203,15,5,18,10,28723,11,False,2008,25,7,35,22241,77
5204,2,23,1,15,40834,11,False,2008,16,9,72,36322,88
5205,12,39,3,6,75643,11,False,2008,26,7,35,59983,79
5206,6,10,8,11,33746,11,False,2008,21,7,29,25164,74
5207,33,36,9,17,20978,11,False,2008,7,8,28,13644,65
5208,40,1,12,4,30089,11,False,2008,33,7,35,26731,88
5209,32,14,19,13,26445,11,False,2008,3,7,31,20325,76
5210,19,16,20,2,36284,11,False,2008,16,9,72,35549,97
5211,4,30,7,16,39414,11,False,2008,31,8,67,31278,79
5212,13,14,4,13,42749,10,False,2008,13,11,31,30869,72
5213,30,36,14,18,25700,10,False,2008,16,13,61,19594,76
5214,39,2,5,2,25586,10,False,2008,27,11,15,14155,55
5215,40,23,15,10,30089,10,False,2008,33,11,46,23989,79
5216,1,19,3,20,60704,10,True,2008,16,13,61,46286,76
5217,15,4,19,12,28723,10,False,2008,25,11,46,24467,85
5218,16,33,1,7,54074,10,False,2008,31,12,58,32521,60
5219,12,10,6,11,75643,10,False,2008,26,11,46,75397,99
5220,6,5,9,8,33746,10,False,2008,21,10,32,26556,78
5221,7,32,17,16,52305,10,False,2008,18,9,161,46259,88
5222,2,16,2,1,40834,10,False,2008,16,13,61,37389,91
5223,5,40,8,18,53400,10,False,2008,26,11,46,44624,83
5224,19,15,20,17,36284,10,False,2008,16,13,61,31454,86
5225,36,13,15,5,25138,10,False,2008,5,12,58,15964,63
5226,10,1,10,4,35345,10,True,2008,16,13,61,32134,90
5227,33,30,7,16,20978,10,False,2008,7,12,29,15706,74
5228,4,12,14,6,39414,10,False,2008,31,12,58,37276,94
5229,23,7,9,19,48707,10,False,2008,14,10,33,40599,83
5230,32,39,13,3,26445,10,False,2008,3,11,31,18243,68
5231,14,6,11,12,31367,10,False,2008,12,11,54,17606,56
5232,7,5,19,10,52305,10,False,2008,18,9,161,46638,89
5233,39,10,3,8,25586,10,False,2008,27,11,15,18259,71
5234,40,19,18,20,30089,10,False,2008,33,11,46,24734,82
5235,6,2,13,1,33746,10,False,2008,21,10,32,28201,83
5236,1,4,4,16,60704,10,False,2008,16,13,61,46218,76
5237,13,33,6,7,42749,10,False,2008,13,11,31,25987,60
5238,15,14,15,9,28723,10,False,2008,25,11,46,26450,92
5239,30,23,17,12,25700,10,False,2008,16,13,61,19841,77
5240,16,36,2,14,54074,10,False,2008,31,12,58,37267,68
5241,12,32,5,11,75643,10,False,2008,26,11,46,75451,99
5242,10,15,6,16,35345,10,False,2008,16,13,61,27407,77
5243,2,13,1,5,40834,10,False,2008,16,13,61,36112,88
5244,5,16,11,2,53400,10,False,2008,26,11,46,42996,80
5245,33,40,7,19,20978,10,False,2008,7,12,29,8604,41
5246,19,39,20,3,36284,10,False,2008,16,13,61,27802,76
5247,4,7,15,18,39414,10,False,2008,31,12,58,34079,86
5248,23,1,14,4,48707,10,False,2008,14,10,33,38914,79
5249,32,30,9,17,26445,10,False,2008,3,11,31,21666,81
5250,14,12,10,8,31367,10,False,2008,12,11,54,26672,85
5251,36,6,13,12,25138,10,False,2008,5,12,58,12047,47
5252,33,19,9,20,20978,9,False,2008,7,15,15,16545,78
5253,36,5,10,8,25138,9,False,2008,5,15,49,15860,63
5254,4,16,14,2,39414,9,True,2008,31,15,49,37908,96
5255,13,23,3,13,42749,9,False,2008,13,14,17,31293,73
5256,30,10,15,5,25700,9,True,2008,16,16,41,19734,76
5257,12,15,11,17,75643,9,False,2008,26,14,26,60358,79
5258,6,32,16,12,33746,9,False,2008,21,14,18,23099,68
5259,7,14,19,7,52305,9,False,2008,18,12,101,41554,79
5260,40,2,18,1,30089,9,False,2008,33,14,26,24735,82
5261,1,39,4,6,60704,9,False,2008,16,16,41,47997,79
5262,32,13,17,4,26445,9,False,2008,3,14,17,23374,88
5263,2,12,2,15,40834,9,False,2008,16,16,41,37405,91
5264,39,4,7,9,25586,9,False,2008,27,14,10,18701,73
5265,5,33,5,13,53400,9,False,2008,26,14,26,35100,65
5266,19,36,20,14,36284,9,False,2008,16,16,41,29948,82
5267,23,6,8,12,48707,9,False,2008,14,13,19,33653,69
5268,14,30,10,11,31367,9,False,2008,12,14,30,18779,59
5269,16,40,3,18,54074,9,False,2008,31,15,49,41338,76
5270,10,7,6,19,35345,9,False,2008,16,16,41,30190,85
5271,15,1,16,1,28723,9,False,2008,25,14,26,23165,80
5272,19,13,20,4,36284,9,False,2008,16,16,41,32688,90
5273,40,4,19,11,30089,9,False,2008,33,14,26,24613,81
5274,16,12,2,14,54074,9,False,2008,31,15,49,42661,78
5275,14,1,18,3,31367,9,False,2008,12,14,30,23815,75
5276,30,15,7,13,25700,9,False,2008,16,16,41,17566,68
5277,7,39,16,5,52305,9,False,2008,18,12,101,33547,64
5278,33,6,10,9,20978,9,False,2008,7,15,15,15495,73
5279,32,10,15,8,26445,9,False,2008,3,14,17,22161,83
5280,36,23,12,17,25138,9,False,2008,5,15,49,14514,57
5281,5,2,6,1,53400,9,False,2008,26,14,26,42262,79
5282,2,19,1,19,40834,8,True,2008,16,18,57,37257,91
5283,23,5,18,3,48707,8,False,2008,14,15,31,36566,75
5284,13,16,7,2,42749,8,False,2008,13,16,27,38644,90
5285,15,32,8,20,28723,8,False,2008,25,16,31,20510,71
5286,4,33,17,16,39414,8,False,2008,31,16,66,31145,79
5287,39,36,12,13,25586,8,False,2008,27,17,14,11411,44
5288,6,40,6,15,33746,8,False,2008,21,16,24,16055,47
5289,10,14,5,10,35345,8,False,2008,16,18,57,27052,76
5290,1,7,4,11,60704,8,False,2008,16,18,57,44806,73
5291,33,12,20,5,20978,8,False,2008,7,17,10,16536,78
5292,36,2,19,1,25138,8,False,2008,5,16,66,16493,65
5293,5,10,8,16,53400,8,False,2008,26,16,31,40379,75
5294,14,39,3,4,31367,8,False,2008,12,16,35,11759,37
5295,16,6,2,11,54074,8,False,2008,31,16,66,40071,74
5296,7,15,6,9,52305,8,False,2008,18,13,104,43421,83
5297,40,13,15,7,30089,8,False,2008,33,16,31,23745,78
5298,19,23,17,13,36284,8,False,2008,16,18,57,32730,90
5299,32,4,18,10,26445,8,False,2008,3,16,27,22805,86
5300,30,1,12,14,25700,8,True,2008,16,18,57,21098,82
5301,2,33,1,20,40834,8,False,2008,16,18,57,33981,83
5302,13,5,2,18,42749,8,False,2008,13,16,27,32092,75
5303,12,7,10,11,75643,8,False,2008,26,16,31,64184,84
5304,1,32,8,17,60704,8,False,2008,16,18,57,49417,81
5305,15,40,3,19,28723,8,False,2008,25,16,31,15817,55
5306,4,14,12,4,39414,8,False,2008,31,16,66,31876,80
5307,39,30,5,13,25586,8,False,2008,27,17,14,16095,62
5308,6,19,6,14,33746,8,False,2008,21,16,24,28698,85
5309,10,36,7,15,35345,8,False,2008,16,18,57,27576,78
5310,23,16,16,9,48707,8,False,2008,14,15,31,38971,80
5311,1,30,3,12,60704,5,True,2009,16,14,52,60039,98
5312,13,14,6,10,42749,5,False,2009,13,12,26,41799,97
5313,15,31,14,9,28723,5,False,2009,25,12,21,22863,79
5314,41,19,18,4,21944,5,False,2009,23,10,79,21161,96
5315,2,36,1,16,40834,5,False,2009,16,14,52,41383,101
5316,4,33,8,20,39414,5,False,2009,31,12,53,38730,98
5317,39,16,19,7,25586,5,False,2009,27,11,7,25030,97
5318,12,40,2,11,75643,5,False,2009,26,12,21,75316,99
5319,10,5,17,5,35345,5,False,2009,16,14,52,34989,98
5320,34,23,15,13,32050,5,False,2009,15,12,38,28971,90
5321,30,40,12,10,25700,5,False,2009,16,14,52,20831,81
5322,5,19,5,4,53400,5,False,2009,26,12,21,47370,88
5323,36,39,15,18,25138,5,False,2009,5,12,53,20242,80
5324,14,1,11,3,31367,5,False,2009,12,12,32,26138,83
